make_standardized,model_standardized,ev_category
MAZDA,CX60 A,ICE
MAZDA,CX60 D,ICE
MAZDA,CX60 E,ICE
MAZDA,CX60 G,ICE
MAZDA,CX60 H,ICE
MAZDA,CX60 P,ICE
MAZDA,CX60 T,ICE
MAZDA,CX60 V,ICE
MAZDA,CX6060,ICE
MAZDA,CX70,ICE
MAZDA,CX70 A,ICE
MAZDA,CX8,ICE
MAZDA,CX8 AS,ICE
MAZDA,CX8 D3,ICE
MAZDA,CX8 G2,ICE
MAZDA,CX8 GT,ICE
MAZDA,CX8 SP,ICE
MAZDA,CX8 TO,ICE
MAZDA,CX80,ICE
MAZDA,CX80 A,ICE
MAZDA,CX80 D,ICE
MAZDA,CX80 G,ICE
MAZDA,CX80 P,ICE
MAZDA,CX80 T,ICE
MAZDA,CX9,ICE
MAZDA,CX9 AZ,ICE
MAZDA,CX9 GT,ICE
MAZDA,CX9 SP,ICE
MAZDA,CX9 TO,ICE
MAZDA,CX90,ICE
MAZDA,CX90 A,ICE
MAZDA,CX90 B,ICE
MAZDA,CX90 D,ICE
MAZDA,CX90 G,ICE
MAZDA,CX90 H,ICE
MAZDA,CXX3,ICE
MAZDA,CXX5,ICE
MAZDA,CXX9,ICE
MAZDA,EV60,BEV
MAZDA,GREY,ICE
MAZDA,H6 ULT,ICE
MAZDA,JOLION,ICE
MAZDA,LOVELL,ICE
MAZDA,M2,ICE
MAZDA,M3,ICE
MAZDA,M3 G25,ICE
MAZDA,M3 TOU,ICE
MAZDA,M6,ICE
MAZDA,MA,ICE
MAZDA,MAZD3,ICE
MAZDA,MAZDA,ICE
MAZDA,MAZDA2,ICE
MAZDA,MAZDA3,ICE
MAZDA,MAZDA6,ICE
MAZDA,MAZDZA,ICE
MAZDA,MX 30,ICE
MAZDA,MX 5,ICE
MAZDA,MX 5 R,ICE
MAZDA,MX 5 X,ICE
MAZDA,MX30,ICE
MAZDA,MX30 E,ICE
MAZDA,MX30 G,ICE
MAZDA,MX5,ICE
MAZDA,MX5 G2,ICE
MAZDA,NT50,ICE
MAZDA,P52104,ICE
MAZDA,PE5038,ICE
MAZDA,PE5041,ICE
MAZDA,PEDDER,ICE
MAZDA,PY 223,ICE
MAZDA,PY1116,ICE
MAZDA,PY2214,ICE
MAZDA,PY2255,ICE
MAZDA,PY3157,ICE
MAZDA,PY3163,ICE
MAZDA,RED,ICE
MAZDA,TOURIN,ICE
MAZDA,TUCSON,ICE
MAZDA,X5 G35,ICE
MAZDA,XT,ICE
MAZDA,ZS EV,BEV
MERCEDES-BENZ,,ICE
MERCEDES-BENZ,0500LE,ICE
MERCEDES-BENZ,0500R,ICE
MERCEDES-BENZ,0500RF,ICE
MERCEDES-BENZ,0500RS,ICE
MERCEDES-BENZ,112 EV,BEV
MERCEDES-BENZ,114 VI,ICE
MERCEDES-BENZ,116 VI,ICE
MERCEDES-BENZ,119 VI,ICE
MERCEDES-BENZ,2025,ICE
MERCEDES-BENZ,21106,ICE
MERCEDES-BENZ,254,ICE
MERCEDES-BENZ,2658 A,ICE
MERCEDES-BENZ,2663,ICE
MERCEDES-BENZ,3 PRO,ICE
MERCEDES-BENZ,311 SP,ICE
MERCEDES-BENZ,315 CD,ICE
MERCEDES-BENZ,315 SP,ICE
MERCEDES-BENZ,316,ICE
MERCEDES-BENZ,317,ICE
MERCEDES-BENZ,317 SP,ICE
MERCEDES-BENZ,319 SP,ICE
MERCEDES-BENZ,380S83,ICE
MERCEDES-BENZ,415 SP,ICE
MERCEDES-BENZ,417 CD,ICE
MERCEDES-BENZ,417 SP,ICE
MERCEDES-BENZ,419 MW,ICE
MERCEDES-BENZ,419 SP,ICE
MERCEDES-BENZ,420E S,PHEV
MERCEDES-BENZ,447,ICE
MERCEDES-BENZ,517 SP,ICE
MERCEDES-BENZ,519 SP,ICE
MERCEDES-BENZ,907,ICE
MERCEDES-BENZ,907 SP,ICE
MERCEDES-BENZ,910 SP,ICE
MERCEDES-BENZ,96X,ICE
MERCEDES-BENZ,96X 3,ICE
MERCEDES-BENZ,A 180,ICE
MERCEDES-BENZ,A 200,ICE
MERCEDES-BENZ,A 250,ICE
MERCEDES-BENZ,A 35,ICE
MERCEDES-BENZ,A 35 A,ICE
MERCEDES-BENZ,A 35 S,ICE
MERCEDES-BENZ,A 45,ICE
MERCEDES-BENZ,A 45 S,ICE
MERCEDES-BENZ,A CLAS,ICE
MERCEDES-BENZ,A180,ICE
MERCEDES-BENZ,A200,ICE
MERCEDES-BENZ,A200 S,ICE
MERCEDES-BENZ,A250,ICE
MERCEDES-BENZ,A250 4,ICE
MERCEDES-BENZ,A250 S,ICE
MERCEDES-BENZ,A250E,PHEV
MERCEDES-BENZ,A35,ICE
MERCEDES-BENZ,A35 AM,ICE
MERCEDES-BENZ,A35 ED,ICE
MERCEDES-BENZ,A35 SE,ICE
MERCEDES-BENZ,A45,ICE
MERCEDES-BENZ,A45 AM,ICE
MERCEDES-BENZ,A45 ED,ICE
MERCEDES-BENZ,A45 S,ICE
MERCEDES-BENZ,A45S,ICE
MERCEDES-BENZ,A45S A,ICE
MERCEDES-BENZ,ACROSS,ICE
MERCEDES-BENZ,ACTOS,ICE
MERCEDES-BENZ,ACTR,ICE
MERCEDES-BENZ,ACTROS,ICE
MERCEDES-BENZ,ALL TE,ICE
MERCEDES-BENZ,AMG A,ICE
MERCEDES-BENZ,AMG C,ICE
MERCEDES-BENZ,AMG CL,ICE
MERCEDES-BENZ,AMG E,ICE
MERCEDES-BENZ,AMG G,ICE
MERCEDES-BENZ,AMG GL,ICE
MERCEDES-BENZ,AMG GT,ICE
MERCEDES-BENZ,AMG SL,ICE
MERCEDES-BENZ,AMGA35,ICE
MERCEDES-BENZ,AROCS,ICE
MERCEDES-BENZ,ATEGO,ICE
MERCEDES-BENZ,B 180,ICE
MERCEDES-BENZ,B180,ICE
MERCEDES-BENZ,C 200,ICE
MERCEDES-BENZ,C 300,ICE
MERCEDES-BENZ,C 350,ICE
MERCEDES-BENZ,C 43,ICE
MERCEDES-BENZ,C 43 A,ICE
MERCEDES-BENZ,C 63,ICE
MERCEDES-BENZ,C 63 E,ICE
MERCEDES-BENZ,C 63 S,ICE
MERCEDES-BENZ,C CLAS,ICE
MERCEDES-BENZ,C200,ICE
MERCEDES-BENZ,C200 N,ICE
MERCEDES-BENZ,C200 S,ICE
MERCEDES-BENZ,C300,ICE
MERCEDES-BENZ,C300CA,ICE
MERCEDES-BENZ,C350,ICE
MERCEDES-BENZ,C350E,PHEV
MERCEDES-BENZ,C350H,ICE
MERCEDES-BENZ,C43,ICE
MERCEDES-BENZ,C43 AM,ICE
MERCEDES-BENZ,C63,ICE
MERCEDES-BENZ,C63 AM,ICE
MERCEDES-BENZ,C63 E,ICE
MERCEDES-BENZ,C63 S,ICE
MERCEDES-BENZ,C63 SE,ICE
MERCEDES-BENZ,C635 A,ICE
MERCEDES-BENZ,C63AMG,ICE
MERCEDES-BENZ,C63CPE,ICE
MERCEDES-BENZ,C63E,PHEV
MERCEDES-BENZ,C63S,ICE
MERCEDES-BENZ,C63S A,ICE
MERCEDES-BENZ,C63SE,ICE
MERCEDES-BENZ,C63T A,ICE
MERCEDES-BENZ,CAB CH,ICE
MERCEDES-BENZ,CAL200,ICE
MERCEDES-BENZ,CASCAD,ICE
MERCEDES-BENZ,CLA 20,ICE
MERCEDES-BENZ,CLA 25,ICE
MERCEDES-BENZ,CLA 35,ICE
MERCEDES-BENZ,CLA 45,ICE
MERCEDES-BENZ,CLA CL,ICE
MERCEDES-BENZ,CLA200,ICE
MERCEDES-BENZ,CLA250,ICE
MERCEDES-BENZ,CLA34,ICE
MERCEDES-BENZ,CLA35,ICE
MERCEDES-BENZ,CLA45,ICE
MERCEDES-BENZ,CLA45S,ICE
MERCEDES-BENZ,CLB783,ICE
MERCEDES-BENZ,CLE 20,ICE
MERCEDES-BENZ,CLE 30,ICE
MERCEDES-BENZ,CLE 53,ICE
MERCEDES-BENZ,CLE200,ICE
MERCEDES-BENZ,CLE300,ICE
MERCEDES-BENZ,CLE53,ICE
MERCEDES-BENZ,CLLA20,ICE
MERCEDES-BENZ,CLS 53,ICE
MERCEDES-BENZ,CLS53,ICE
MERCEDES-BENZ,CONQUE,ICE
MERCEDES-BENZ,DESTIN,ICE
MERCEDES-BENZ,DZQ869,ICE
MERCEDES-BENZ,E 200,ICE
MERCEDES-BENZ,E 300,ICE
MERCEDES-BENZ,E 350,ICE
MERCEDES-BENZ,E 53,ICE
MERCEDES-BENZ,E 63,ICE
MERCEDES-BENZ,E 63 S,ICE
MERCEDES-BENZ,E ACTR,ICE
MERCEDES-BENZ,E CLAS,ICE
MERCEDES-BENZ,E VITO,ICE
MERCEDES-BENZ,E200,ICE
MERCEDES-BENZ,E300,ICE
MERCEDES-BENZ,E300CP,ICE
MERCEDES-BENZ,E350,ICE
MERCEDES-BENZ,E350CO,ICE
MERCEDES-BENZ,E53,ICE
MERCEDES-BENZ,E53 AM,ICE
MERCEDES-BENZ,E53 HY,ICE
MERCEDES-BENZ,E63,ICE
MERCEDES-BENZ,E63 S,ICE
MERCEDES-BENZ,E63S A,ICE
MERCEDES-BENZ,EACTRO,ICE
MERCEDES-BENZ,ECLIPS,ICE
MERCEDES-BENZ,ECONIC,ICE
MERCEDES-BENZ,EQA 25,BEV
MERCEDES-BENZ,EQA 35,BEV
MERCEDES-BENZ,EQA250,BEV
MERCEDES-BENZ,EQA350,BEV
MERCEDES-BENZ,EQB 25,BEV
MERCEDES-BENZ,EQB 35,BEV
MERCEDES-BENZ,EQB250,BEV
MERCEDES-BENZ,EQB350,BEV
MERCEDES-BENZ,EQC 40,BEV
MERCEDES-BENZ,EQC400,BEV
MERCEDES-BENZ,EQE 30,BEV
MERCEDES-BENZ,EQE 35,BEV
MERCEDES-BENZ,EQE 50,BEV
MERCEDES-BENZ,EQE 53,BEV
MERCEDES-BENZ,EQE-53,BEV
MERCEDES-BENZ,EQE250,BEV
MERCEDES-BENZ,EQE30,BEV
MERCEDES-BENZ,EQE300,BEV
MERCEDES-BENZ,EQE350,BEV
MERCEDES-BENZ,EQE500,BEV
MERCEDES-BENZ,EQE53,BEV
MERCEDES-BENZ,EQS 45,ICE
MERCEDES-BENZ,EQS450,ICE
MERCEDES-BENZ,EQS53,ICE
MERCEDES-BENZ,EQS680,ICE
MERCEDES-BENZ,EQV300,BEV
MERCEDES-BENZ,ESPRIN,ICE
MERCEDES-BENZ,EVITO,BEV
MERCEDES-BENZ,G 450D,ICE
MERCEDES-BENZ,G 580,ICE
MERCEDES-BENZ,G 63,ICE
MERCEDES-BENZ,G 63 A,ICE
MERCEDES-BENZ,G CLAS,ICE
MERCEDES-BENZ,G GLAS,ICE
MERCEDES-BENZ,G WAGO,ICE
MERCEDES-BENZ,G450,ICE
MERCEDES-BENZ,G450D,ICE
MERCEDES-BENZ,G580,ICE
MERCEDES-BENZ,G580E,PHEV
MERCEDES-BENZ,G63,ICE
MERCEDES-BENZ,G63 AM,ICE
MERCEDES-BENZ,G63AMG,ICE
MERCEDES-BENZ,G63M A,ICE
MERCEDES-BENZ,GCLASS,ICE
MERCEDES-BENZ,GLA,ICE
MERCEDES-BENZ,GLA 20,ICE
MERCEDES-BENZ,GLA 25,ICE
MERCEDES-BENZ,GLA 35,ICE
MERCEDES-BENZ,GLA 45,ICE
MERCEDES-BENZ,GLA CA,ICE
MERCEDES-BENZ,GLA200,ICE
MERCEDES-BENZ,GLA250,ICE
MERCEDES-BENZ,GLA35,ICE
MERCEDES-BENZ,GLA45,ICE
MERCEDES-BENZ,GLA450,ICE
MERCEDES-BENZ,GLA45S,ICE
MERCEDES-BENZ,GLB,ICE
MERCEDES-BENZ,GLB 20,ICE
MERCEDES-BENZ,GLB 25,ICE
MERCEDES-BENZ,GLB 30,ICE
MERCEDES-BENZ,GLB 35,ICE
MERCEDES-BENZ,GLB200,ICE
MERCEDES-BENZ,GLB205,ICE
MERCEDES-BENZ,GLB250,ICE
MERCEDES-BENZ,GLB335,ICE
MERCEDES-BENZ,GLB35,ICE
MERCEDES-BENZ,GLC,ICE
MERCEDES-BENZ,GLC 20,ICE
MERCEDES-BENZ,GLC 3,ICE
MERCEDES-BENZ,GLC 30,ICE
MERCEDES-BENZ,GLC 35,ICE
MERCEDES-BENZ,GLC 43,ICE
MERCEDES-BENZ,GLC 63,ICE
MERCEDES-BENZ,GLC CA,ICE
MERCEDES-BENZ,GLC200,ICE
MERCEDES-BENZ,GLC300,ICE
MERCEDES-BENZ,GLC34,ICE
MERCEDES-BENZ,GLC350,ICE
MERCEDES-BENZ,GLC43,ICE
MERCEDES-BENZ,GLC43A,ICE
MERCEDES-BENZ,GLC43C,ICE
MERCEDES-BENZ,GLC63,ICE
MERCEDES-BENZ,GLC63E,PHEV
MERCEDES-BENZ,GLC63S,ICE
MERCEDES-BENZ,GLCE35,ICE
MERCEDES-BENZ,GLD450,ICE
MERCEDES-BENZ,GLE 30,ICE
MERCEDES-BENZ,GLE 4,ICE
MERCEDES-BENZ,GLE 40,ICE
MERCEDES-BENZ,GLE 45,ICE
MERCEDES-BENZ,GLE 53,ICE
MERCEDES-BENZ,GLE 63,ICE
MERCEDES-BENZ,GLE300,ICE
MERCEDES-BENZ,GLE400,ICE
MERCEDES-BENZ,GLE420,ICE
MERCEDES-BENZ,GLE450,ICE
MERCEDES-BENZ,GLE53,ICE
MERCEDES-BENZ,GLE53C,ICE
MERCEDES-BENZ,GLE63,ICE
MERCEDES-BENZ,GLE63S,ICE
MERCEDES-BENZ,GLLE45,ICE
MERCEDES-BENZ,GLS,ICE
MERCEDES-BENZ,GLS 40,ICE
MERCEDES-BENZ,GLS 45,ICE
MERCEDES-BENZ,GLS 60,ICE
MERCEDES-BENZ,GLS 63,ICE
MERCEDES-BENZ,GLS400,ICE
MERCEDES-BENZ,GLS450,ICE
MERCEDES-BENZ,GLS600,ICE
MERCEDES-BENZ,GLS63,ICE
MERCEDES-BENZ,GLW300,ICE
MERCEDES-BENZ,GT,ICE
MERCEDES-BENZ,GT 63,ICE
MERCEDES-BENZ,GT AMG,ICE
MERCEDES-BENZ,GT43,ICE
MERCEDES-BENZ,GT63,ICE
MERCEDES-BENZ,GT63 A,ICE
MERCEDES-BENZ,GT63 P,ICE
MERCEDES-BENZ,GT63 S,ICE
MERCEDES-BENZ,GT63S,ICE
MERCEDES-BENZ,GT63SE,ICE
MERCEDES-BENZ,HC BRA,ICE
MERCEDES-BENZ,HC PRE,ICE
MERCEDES-BENZ,HX PRE,ICE
MERCEDES-BENZ,JRV,ICE
MERCEDES-BENZ,JRV AD,ICE
MERCEDES-BENZ,JRV AL,ICE
MERCEDES-BENZ,JRV CA,ICE
MERCEDES-BENZ,JRV X,ICE
MERCEDES-BENZ,JRVX,ICE
MERCEDES-BENZ,JV,ICE
MERCEDES-BENZ,KEA DI,ICE
MERCEDES-BENZ,KEA NA,ICE
MERCEDES-BENZ,KEA NO,ICE
MERCEDES-BENZ,KEA UL,ICE
MERCEDES-BENZ,KUHLMA,ICE
MERCEDES-BENZ,M-AMG,ICE
MERCEDES-BENZ,MARCO,ICE
MERCEDES-BENZ,MAYBAC,ICE
MERCEDES-BENZ,MB SPR,ICE
MERCEDES-BENZ,MERC B,ICE
MERCEDES-BENZ,MS 22,ICE
MERCEDES-BENZ,MS 24,ICE
MERCEDES-BENZ,O500RF,ICE
MERCEDES-BENZ,O500RS,ICE
MERCEDES-BENZ,OC 500,ICE
MERCEDES-BENZ,OC500L,ICE
MERCEDES-BENZ,OC500R,ICE
MERCEDES-BENZ,OPTIMU,ICE
MERCEDES-BENZ,PRINT,ICE
MERCEDES-BENZ,S 450,ICE
MERCEDES-BENZ,S 580,ICE
MERCEDES-BENZ,S450,ICE
MERCEDES-BENZ,S450 L,ICE
MERCEDES-BENZ,S580,ICE
MERCEDES-BENZ,S580L,ICE
MERCEDES-BENZ,S680,ICE
MERCEDES-BENZ,S680 M,ICE
MERCEDES-BENZ,SEALIO,BEV
MERCEDES-BENZ,SHARK,ICE
MERCEDES-BENZ,SL 63,ICE
MERCEDES-BENZ,SL63,ICE
MERCEDES-BENZ,SL63 A,ICE
MERCEDES-BENZ,SPR,ICE
MERCEDES-BENZ,SPRINT,ICE
MERCEDES-BENZ,SPTINT,ICE
MERCEDES-BENZ,SUNCAM,ICE
MERCEDES-BENZ,TRAKKA,ICE
MERCEDES-BENZ,UNIMAG,ICE
MERCEDES-BENZ,V 250,ICE
MERCEDES-BENZ,V 300,ICE
MERCEDES-BENZ,V 300D,ICE
MERCEDES-BENZ,V 5912,ICE
MERCEDES-BENZ,V 7012,ICE
MERCEDES-BENZ,V CLAS,ICE
MERCEDES-BENZ,V200,ICE
MERCEDES-BENZ,V250,ICE
MERCEDES-BENZ,V250 V,ICE
MERCEDES-BENZ,V250D,ICE
MERCEDES-BENZ,V300,ICE
MERCEDES-BENZ,V300 A,ICE
MERCEDES-BENZ,V300 M,ICE
MERCEDES-BENZ,V300 V,ICE
MERCEDES-BENZ,V300D,ICE
MERCEDES-BENZ,V7002,ICE
MERCEDES-BENZ,VCLASS,ICE
MERCEDES-BENZ,VITO,ICE
MERCEDES-BENZ,VITO 1,ICE
MERCEDES-BENZ,VITO C,ICE
MERCEDES-BENZ,VITO L,ICE
MERCEDES-BENZ,VITO M,ICE
MERCEDES-BENZ,VITO T,ICE
MERCEDES-BENZ,VS 30,ICE
MERCEDES-BENZ,VS20,ICE
MERCEDES-BENZ,VS20 1,ICE
MERCEDES-BENZ,VS20 V,ICE
MERCEDES-BENZ,VS30,ICE
MERCEDES-BENZ,VS30 3,ICE
MERCEDES-BENZ,VS30 L,ICE
MERCEDES-BENZ,VS30 S,ICE
MERCEDES-BENZ,VTIO M,ICE
MERCEDES-BENZ,WAGON,ICE
MERCEDES-BENZ,WINNEB,ICE
MERCEDES-BENZ,X247 G,ICE
MG,,ICE
MG,100 AW,ICE
MG,15S4C5,ICE
MG,2024,ICE
MG,22,ICE
MG,25,ICE
MG,3,ICE
MG,3 CORE,ICE
MG,3 CVT,ICE
MG,3 ESSE,ICE
MG,3 EXCI,ICE
MG,3 HEV,BEV
MG,3 VIBE,ICE
MG,3CVT E,ICE
MG,3CVT V,ICE
MG,3EXCIT,ICE
MG,4,ICE
MG,4 51K,ICE
MG,4 64,ICE
MG,4 64 E,ICE
MG,4 77 E,ICE
MG,4 ESSE,ICE
MG,4 EVR,BEV
MG,4 EXCI,ICE
MG,4 X PO,ICE
MG,4 XPOW,ICE
MG,4WD ES,ICE
MG,5,ICE
MG,5 ESSE,ICE
MG,5 VIBE,ICE
MG,64 ESS,ICE
MG,64KWH,ICE
MG,7 ESSE,ICE
MG,AP32 M,ICE
MG,AS33,ICE
MG,AT EXP,ICE
MG,AZS117,ICE
MG,B 6832,ICE
MG,BYD MY,ICE
MG,CORE,ICE
MG,CYBERS,ICE
MG,DMAX S,ICE
MG,ESSEN,ICE
MG,ESSENC,ICE
MG,EV ESS,BEV
MG,EV EXC,BEV
MG,EXCITE,ICE
MG,EXPLOR,ICE
MG,G3,ICE
MG,HEV ES,BEV
MG,HS,ICE
MG,HS ES,ICE
MG,HS ESE,ICE
MG,HS ESS,ICE
MG,HS EV,BEV
MG,HS EXC,ICE
MG,HS HEV,BEV
MG,HS HYB,ICE
MG,HS MY2,ICE
MG,HS NG,ICE
MG,HS NGE,ICE
MG,HS PHE,ICE
MG,HS PLU,ICE
MG,HS SHE,ICE
MG,HS SUP,ICE
MG,HS VBE,ICE
MG,HS VI,ICE
MG,HS VIB,ICE
MG,HSEV E,BEV
MG,IM5,ICE
MG,IM5 10,ICE
MG,IM5 AW,ICE
MG,IM5 EV,BEV
MG,IM5 PE,ICE
MG,IM5 PL,ICE
MG,IM6,ICE
MG,IM6 DE,ICE
MG,IM6 EV,BEV
MG,IM6 PE,ICE
MG,IM6 PL,ICE
MG,M,ICE
MG,M3,ICE
MG,M3 ESS,ICE
MG,M6 PER,ICE
MG,MAZDA,ICE
MG,MC3,ICE
MG,MG,ICE
MG,MG 3,ICE
MG,MG 3 C,ICE
MG,MG 3 E,ICE
MG,MG 3 H,ICE
MG,MG 3 V,ICE
MG,MG 4,ICE
MG,MG 4 5,ICE
MG,MG 4 6,ICE
MG,MG 4 E,ICE
MG,MG 451,ICE
MG,MG 5,ICE
MG,MG 5 V,ICE
MG,MG CVT,ICE
MG,MG ESS,ICE
MG,MG EXC,ICE
MG,MG HEV,BEV
MG,MG HS,ICE
MG,MG IM5,ICE
MG,MG IM6,ICE
MG,MG NEW,ICE
MG,MG NG,ICE
MG,MG NHS,ICE
MG,MG QS,ICE
MG,MG S5,ICE
MG,MG S5E,PHEV
MG,MG U9,ICE
MG,MG VIB,ICE
MG,MG ZS,ICE
MG,MG ZST,ICE
MG,MG3,ICE
MG,MG3 4A,ICE
MG,MG3 51,ICE
MG,MG3 C,ICE
MG,MG3 CO,ICE
MG,MG3 CV,ICE
MG,MG3 ES,ICE
MG,MG3 EX,ICE
MG,MG3 FW,ICE
MG,MG3 HE,ICE
MG,MG3 HY,ICE
MG,MG3 M2,ICE
MG,MG3 MY,ICE
MG,MG3 NG,ICE
MG,MG3 VI,ICE
MG,MG3COR,ICE
MG,MG3ESS,ICE
MG,MG4,BEV
MG,MG4 51,BEV
MG,MG4 6,BEV
MG,MG4 64,BEV
MG,MG4 77,BEV
MG,MG4 ES,BEV
MG,MG4 EV,BEV
MG,MG4 EX,BEV
MG,MG4 M,BEV
MG,MG4 MG,BEV
MG,MG4 MY,BEV
MG,MG4 PO,BEV
MG,MG4 UR,BEV
MG,MG4 X,BEV
MG,MG4 XP,BEV
MG,MG4URB,BEV
MG,MG5,ICE
MG,MG5 AT,ICE
MG,MG5 CV,ICE
MG,MG5 DC,ICE
MG,MG5 ES,ICE
MG,MG5 EX,ICE
MG,MG5 LU,ICE
MG,MG5 MY,ICE
MG,MG5 VB,ICE
MG,MG5 VI,ICE
MG,MG7,ICE
MG,MG7 AT,ICE
MG,MG7 ES,ICE
MG,MGE ES,ICE
MG,MGHS,ICE
MG,MGHS 7,ICE
MG,MGHS E,ICE
MG,MGHS P,ICE
MG,MGHS V,ICE
MG,MGNGZS,ICE
MG,MGQS A,ICE
MG,MGQS E,ICE
MG,MGQS L,ICE
MG,MGS ES,ICE
MG,MGS5,ICE
MG,MGS5 E,ICE
MG,MGS5EV,BEV
MG,MGU9,ICE
MG,MGU9 A,ICE
MG,MGU9 E,ICE
MG,MGZS,ICE
MG,MGZS 4,ICE
MG,MGZS C,ICE
MG,MGZS E,ICE
MG,MGZS H,ICE
MG,MGZS V,ICE
MG,MGZS1,ICE
MG,MGZST,ICE
MG,MH HS,ICE
MG,MU U9,ICE
MG,MUX LS,ICE
MG,MUXV L,ICE
MG,MY23 M,ICE
MG,MY24 M,ICE
MG,MY24 Z,ICE
MG,MY25 M,ICE
MG,MZS E,ICE
MG,NEW HS,ICE
MG,NEW MG,ICE
MG,NEW ZS,ICE
MG,NG HS,ICE
MG,NG ZS,ICE
MG,NG ZSH,ICE
MG,NG ZST,ICE
MG,OUTLANDER,ICE
MG,QS,ICE
MG,QS 2WD,ICE
MG,QS 4WD,ICE
MG,QS AT,ICE
MG,QS ESS,ICE
MG,QS EXC,ICE
MG,QS MY2,ICE
MG,S5,ICE
MG,S5 ESS,ICE
MG,S5 EV,BEV
MG,S5 EXC,ICE
MG,S5EV,BEV
MG,S5EV E,BEV
MG,S5EVES,BEV
MG,SANTA,ICE
MG,SZ EXC,ICE
MG,SZT EX,ICE
MG,TCROSS,ICE
MG,U9,ICE
MG,U9 EX,ICE
MG,U9 EXP,ICE
MG,U9 U9,ICE
MG,U9 UTE,ICE
MG,VIBE,ICE
MG,XPOWER,ICE
MG,XUV3XO,ICE
MG,ZE EV,BEV
MG,ZE EXC,ICE
MG,ZHHYBR,ICE
MG,ZP22,ICE
MG,ZP22 M,ICE
MG,ZR EXC,ICE
MG,ZS,ICE
MG,ZS COR,ICE
MG,ZS CVT,ICE
MG,ZS ES,ICE
MG,ZS ESS,ICE
MG,ZS EV,BEV
MG,ZS EX,ICE
MG,ZS EXC,ICE
MG,ZS EXI,ICE
MG,ZS HEV,BEV
MG,ZS HYB,ICE
MG,ZS MY,ICE
MG,ZS MY2,ICE
MG,ZS NEW,ICE
MG,ZS PHE,ICE
MG,ZS T,ICE
MG,ZS T C,ICE
MG,ZS T E,ICE
MG,ZS T M,ICE
MG,ZS T V,ICE
MG,ZS TST,ICE
MG,ZS TUR,ICE
MG,ZS VIB,ICE
MG,ZS ZST,ICE
MG,ZS4AT,ICE
MG,ZSEV,BEV
MG,ZSH,ICE
MG,ZSHEV,BEV
MG,ZSR EX,ICE
MG,ZST,ICE
MG,ZST 6A,ICE
MG,ZST CO,ICE
MG,ZST CV,ICE
MG,ZST ES,ICE
MG,ZST EX,ICE
MG,ZST MG,ICE
MG,ZST SX,ICE
MG,ZST VI,ICE
MG,ZSTCVT,ICE
MG,ZSTVIB,ICE
MG,ZSVIBE,ICE
MG,ZTS,ICE
MG,ZV EV,BEV
MG,ZX EXC,ICE
MINI,ACEMAN,ICE
MINI,ASX,ICE
MINI,CLUBMA,ICE
MINI,CONVER,ICE
MINI,COOPE,ICE
MINI,COOPER,ICE
MINI,COPPER,ICE
MINI,COUNRT,ICE
MINI,COUNT,ICE
MINI,COUNTR,ICE
MINI,COUNTY,ICE
MINI,COUPER,ICE
MINI,COUTRY,ICE
MINI,E COUN,ICE
MINI,ECLIPS,ICE
MINI,JCW,ICE
MINI,JCW 3D,ICE
MINI,JCW AL,ICE
MINI,JCW CL,ICE
MINI,JCW CO,ICE
MINI,JCW E,ICE
MINI,JCW HA,ICE
MINI,JOHN,ICE
MINI,JOHN C,ICE
MINI,JWC,ICE
MINI,MINI C,ICE
MINI,MINI J,ICE
MINI,OUTLANDER,ICE
MINI,S CLUB,ICE
MINI,S COUN,ICE
MINI,SE COU,ICE
MINI,TRITON,ICE
MITSUBISHI,,ICE
MITSUBISHI,2023,ICE
MITSUBISHI,2024,ICE
MITSUBISHI,2025,ICE
MITSUBISHI,24,ICE
MITSUBISHI,4N15UK,ICE
MITSUBISHI,ALX LS,ICE
MITSUBISHI,ASK,ICE
MITSUBISHI,ASPIRE,ICE
MITSUBISHI,ASW,ICE
MITSUBISHI,ASX,ICE
MITSUBISHI,ASX AS,ICE
MITSUBISHI,ASX ES,ICE
MITSUBISHI,ASX EX,ICE
MITSUBISHI,ASX GS,ICE
MITSUBISHI,ASX LD,ICE
MITSUBISHI,ASX LS,ICE
MITSUBISHI,ASX MR,ICE
MITSUBISHI,ASX XD,ICE
MITSUBISHI,ASX XE,ICE
MITSUBISHI,AXX,ICE
MITSUBISHI,BE741J,ICE
MITSUBISHI,CAN,ICE
MITSUBISHI,CANTAR,ICE
MITSUBISHI,CANTER,ICE
MITSUBISHI,CARNIV,ICE
MITSUBISHI,CERATO,ICE
MITSUBISHI,CX-5,ICE
MITSUBISHI,DMAX,ICE
MITSUBISHI,ECIPSE,ICE
MITSUBISHI,ECLIKP,ICE
MITSUBISHI,ECLIPS,ICE
MITSUBISHI,ECLISP,ICE
MITSUBISHI,ECLPIS,ICE
MITSUBISHI,ECLPSE,ICE
MITSUBISHI,ELCIPS,ICE
MITSUBISHI,EX5,ICE
MITSUBISHI,EXCEED,ICE
MITSUBISHI,F025N,ICE
MITSUBISHI,FB25CB,ICE
MITSUBISHI,FB30LB,ICE
MITSUBISHI,FE45N,ICE
MITSUBISHI,FEA21C,ICE
MITSUBISHI,FEA21E,PHEV
MITSUBISHI,FEA61B,ICE
MITSUBISHI,FEB21C,ICE
MITSUBISHI,FEB21E,PHEV
MITSUBISHI,FEB51E,PHEV
MITSUBISHI,FEB51G,ICE
